uuid,FeatureID,FeatureType,FeatureTimestamp,Latitude,Longitude,Northing,Easting,Accuracy,Description,Material,geospatialcolumn
1.00005E+18,6014,Artefact scatter,2018-04-23 09:56:20+10:00,-33.75874283,150.292262,6261299.001,249205.5864,0.7,Brocken clear glass,Glass,POINT(249205.586443 6261299.000557)
1.00004E+18,4012,Artefact scatter,2018-04-23 09:57:53+10:00,-33.75886467,150.292051,6261284.973,249186.3929,0.8,"golden brown glass shard body (w/ 4007, 4008) ",Glass,POINT(249186.392921 6261284.972846)
1.00004E+18,4013,Isolated find,2018-04-23 10:02:20+10:00,-33.75884133,150.2921812,6261287.878,249198.3846,0.8,golden brown glass shard body,Glass,POINT(249198.384555 6261287.877975)
1.00005E+18,6015,Masonry,2018-04-23 10:02:34+10:00,-33.75868017,150.2922237,6261305.858,249201.8523,0.8,oval depression with one straight side in the pit,Stone,POINT(249201.852252 6261305.858291)
1.00008E+18,5008,Masonry,2018-04-23 10:03:19+10:00,-33.7586995,150.292277,6261303.844,249206.8498,0.9,altered stone with groove indent,Other,POINT(249206.849839 6261303.843674)
1.00005E+18,6016,Artefact scatter,2018-04-23 10:08:10+10:00,-33.75870917,150.2922497,6261302.705,249204.3456,0.8,thin dark green glass,Glass,POINT(249204.345641 6261302.704879)
1.00004E+18,4014,Platform,2018-04-23 10:12:17+10:00,-33.75888667,150.2922348,6261282.98,249203.4888,0.8,,Stone,POINT(249203.488811 6261282.980215)
1.00005E+18,6017,Isolated find,2018-04-23 10:14:52+10:00,-33.7586995,150.292233,6261303.737,249202.7733,0.7,shard of dark think green glass,Glass,POINT(249202.773328 6261303.736537)
1.0001E+18,5009,Other,2018-04-23 10:15:47+10:00,-33.758727,150.2923572,6261300.989,249214.3573,0.8,Singular carved stone,Stone,POINT(249214.357283 6261300.988531)
1.00005E+18,6018,Masonry,2018-04-23 10:22:04+10:00,-33.75869083,150.2921953,6261304.606,249199.2583,0.8,linear stone feature made up of rectangular stone works and is about a 0.4m tall by 2m long,Stone,POINT(249199.258321 6261304.606139)
1.00005E+18,6019,Other,2018-04-23 10:30:12+10:00,-33.75869033,150.2920103,6261304.211,249182.117,0.8,depression possible natural or cultural pit with large rock over hanging the pit,,POINT(249182.116984 6261304.211113)
1.00005E+18,6020,Masonry,2018-04-23 10:34:18+10:00,-33.75865833,150.292025,6261307.796,249183.3825,0.8,rectangular stone works in a cluster ,,POINT(249183.382528 6261307.796313)
1.00008E+18,5010,Hole drilled in the rock,2018-04-23 10:40:03+10:00,-33.75875367,150.2926523,6261298.749,249241.7816,0.8,,Stone,POINT(249241.781596 6261298.74927)
1.00005E+18,6021,Artefact scatter,2018-04-23 10:41:37+10:00,-33.75864567,150.292149,6261309.503,249194.834,0.8,shard of thick dark green glass,Glass,POINT(249194.833957 6261309.503266)
1.00005E+18,6022,Masonry,2018-04-23 10:44:48+10:00,-33.7586855,150.2921743,6261305.147,249197.2972,0.8,rectangular rock wall,,POINT(249197.297165 6261305.146585)
1.00009E+18,4016,Masonry,2018-04-23 10:45:43+10:00,-33.75888183,150.2922125,6261283.462,249201.4056,0.8,stone circle ,,POINT(249201.405587 6261283.461955)
1.00005E+18,6023,Masonry,2018-04-23 10:46:53+10:00,-33.75875117,150.2921522,6261297.809,249195.4349,0.7, linear line of rectangular stonewall also has a brick ,{Brick},POINT(249195.434905 6261297.808771)
1.00005E+18,6024,Hole drilled in the rock,2018-04-23 10:55:00+10:00,-33.75879333,150.2921228,6261293.06,249192.8402,0.9,oval hole with parallel vertical grooves in the rock,Stone,POINT(249192.840162 6261293.060158)
1.00008E+18,5011,Masonry,2018-04-23 11:20:42+10:00,-33.75892183,150.2921032,6261278.759,249191.3927,0.7,rectangular feature,Stone,POINT(249191.392709 6261278.758871)
1.00005E+18,6025,Masonry,2018-04-23 11:28:36+10:00,-33.75873467,150.2921203,6261299.561,249192.4375,0.8,brick close to the previous wall and foundation,{Brick},POINT(249192.43751 6261299.561459)
1.00005E+18,6026,Artefact scatter,2018-04-23 11:31:26+10:00,-33.75871817,150.292158,6261301.483,249195.8791,0.8,clear and dark green glass,Glass,POINT(249195.879147 6261301.483381)
1.00008E+18,5012,Masonry,2018-04-23 11:35:59+10:00,-33.7589625,150.2921765,6261274.427,249198.3054,0.8,rectangular collection of rocks backing south off of a tall boulder,Stone,POINT(249198.305432 6261274.426637)
1.00005E+18,6027,Artefact scatter,2018-04-23 11:37:13+10:00,-33.7587685,150.2921213,6261295.811,249192.6288,0.7,light green square shaped glass bottle piece and words running up the side,Glass,POINT(249192.628793 6261295.811054)
1.00005E+18,6028,Masonry,2018-04-23 11:45:30+10:00,-33.75871783,150.292139,6261301.474,249194.1179,0.8,Brocken brick,{Brick},POINT(249194.117864 6261301.47409)
1.00005E+18,6029,Metal Feature,2018-04-23 11:46:35+10:00,-33.758712,150.2921235,6261302.083,249192.6648,0.8,large metal peg ,Metal,POINT(249192.664814 6261302.083388)
1.00008E+18,5013,Masonry,2018-04-23 11:50:37+10:00,-33.7589775,150.2921835,6261272.78,249198.9977,0.8,pile of rocks,Metal - Stone - Other,POINT(249198.997695 6261272.779861)
1.00005E+18,6030,Masonry,2018-04-23 11:50:57+10:00,-33.75869417,150.2920875,6261303.974,249189.2775,0.9,parallel stone line of rectangular beyond works,Stone - {Brick},POINT(249189.277497 6261303.973824)
1.00004E+18,4017,Hole drilled in the rock,2018-04-23 11:53:02+10:00,-33.75888133,150.2922585,6261283.629,249205.6659,0.9,"sides and bottomed are flattened, curved at top, top curves to meet maximum depth",,POINT(249205.665928 6261283.629423)
1.00005E+18,6031,Isolated find,2018-04-23 11:57:50+10:00,-33.758813,150.2919873,6261290.549,249180.3437,0.7,metal railway track,Metal,POINT(249180.34371 6261290.548747)
1.00005E+18,6032,Artefact scatter,2018-04-23 12:03:54+10:00,-33.75869417,150.292118,6261304.048,249192.1033,0.9,scatter bricks in one location,{Brick},POINT(249192.103261 6261304.048093)
1.00008E+18,5014,Masonry,2018-04-23 12:07:18+10:00,-33.75890433,150.2920162,6261280.488,249183.2813,1.1,pile of rocks,Stone,POINT(249183.281335 6261280.488141)
1.00004E+18,4019,Hole drilled in the rock,2018-04-23 12:10:59+10:00,-33.758887,150.2922608,6261283.007,249205.8986,0.8,"circular hole, depth the same throughout",,POINT(249205.898625 6261283.00655)
1.00008E+18,5015,Artefact scatter,2018-04-23 12:19:36+10:00,-33.7589395,150.2920697,6261276.718,249188.3405,0.9,large scatter of multiple glass types near rock feature and 1 piece of ceramic ,Glass,POINT(249188.340515 6261276.717684)
1.00004E+18,4020,Hole drilled in the rock,2018-04-23 12:22:57+10:00,-33.75890817,150.2922598,6261280.656,249205.8677,0.8,"small square hole, maximum depth equal on all sides",,POINT(249205.867682 6261280.656279)
1.00004E+18,4021,Hole drilled in the rock,2018-04-23 12:28:11+10:00,-33.7589145,150.2922553,6261279.943,249205.4692,0.8,"small square hole, right side curving to maximum depth on left side",,POINT(249205.46923 6261279.94282)
1.00005E+18,6033,Isolated find,2018-04-23 12:29:46+10:00,-33.75860517,150.29196,6261313.535,249177.2054,0.9,decorative ceramic white back ground with blue floral pattern,Ceramic,POINT(249177.205398 6261313.535348)
1.00005E+18,6034,Masonry,2018-04-23 12:39:20+10:00,-33.75867883,150.2918895,6261305.192,249170.8885,0.8,rectangular artificial depression with stones in the walls and surrounding the pit,Stone,POINT(249170.888488 6261305.192456)
1.00009E+18,4022,Artefact scatter,2018-04-23 12:54:56+10:00,-33.75886,150.2924992,6261286.582,249227.901,0.8,green and brown glass shards and ceramic fragment ,Ceramic - Glass,POINT(249227.900977 6261286.581725)
1.00009E+18,4023,Hole drilled in the rock,2018-04-23 13:16:18+10:00,-33.75885933,150.2923007,6261286.172,249209.5084,0.8,"circular hole, maximum depth equal throughout",,POINT(249209.508443 6261286.172365)
1.00009E+18,4024,Masonry,2018-04-23 13:18:58+10:00,-33.75885117,150.2923697,6261287.246,249215.8773,0.8,coarse stone structure,Stone,POINT(249215.877336 6261287.246228)
1.00008E+18,5016,Masonry,2018-04-23 13:36:18+10:00,-33.75898767,150.291962,6261271.113,249178.5059,0.8,fireplace with 3 sides and an open side (that would open onto the platform),Stone,POINT(249178.505873 6261271.112786)
1.00009E+18,4025,Masonry,2018-04-23 13:40:00+10:00,-33.7589175,150.2923658,6261279.879,249215.7156,0.8,stone cluster rectilinear platform ,,POINT(249215.715552 6261279.87911)
1.0001E+18,5017,Masonry,2018-04-23 14:24:45+10:00,-33.759041,150.2920817,6261265.488,249189.7482,0.8,Stone Circle,Stone,POINT(249189.748199 6261265.488384)
1.0001E+18,5018,Masonry,2018-04-23 14:33:01+10:00,-33.75902667,150.2920587,6261267.022,249187.5755,0.8,Reculingular stone feature ,Stone,POINT(249187.575517 6261267.02225)
1.0001E+18,5019,Other,2018-04-23 14:45:46+10:00,-33.75900945,150.2917693,6261268.228,249160.716,6,Post hole,Organic,POINT(249160.715952 6261268.227704)
1.0001E+18,5020,Other,2018-04-23 14:53:10+10:00,-33.75888217,150.2918212,6261282.472,249165.1504,1,Potential post hole,Organic,POINT(249165.150388 6261282.472028)
1.0001E+18,5021,Other,2018-04-23 15:03:44+10:00,-33.75899717,150.2917577,6261269.561,249159.6026,0.8,Depression in ground,Organic,POINT(249159.602562 6261269.561422)
1.0001E+18,5022,Other,2018-04-23 15:11:08+10:00,-33.75898033,150.2917183,6261271.333,249155.9093,0.8,Half Brick,Other,POINT(249155.909338 6261271.332806)
1.00008E+18,5023,Isolated find,2018-04-24 08:44:23+10:00,-33.75893767,150.2921843,6261277.2,249198.9588,0.7,single piece of glass,Glass,POINT(249198.958777 6261277.200259)
1.00008E+18,5024,Other,2018-04-24 08:47:48+10:00,-33.75891433,150.2919935,6261279.324,249181.2105,0.7,depression in ground,Other,POINT(249181.210473 6261279.32373)
1.00009E+18,4026,Other,2018-04-24 08:50:41+10:00,-33.75890333,150.2922455,6261281.157,249204.5256,0.7,Depression ,Organic,POINT(249204.525641 6261281.157498)
1.00008E+18,5025,Other,2018-04-24 08:51:35+10:00,-33.75892867,150.2919073,6261277.524,249173.2691,0.7,,Organic - Other,POINT(249173.269114 6261277.524023)
1.00008E+18,5026,Other,2018-04-24 08:53:32+10:00,-33.75890133,150.2919045,6261280.549,249172.9269,0.7,deep depression in ground,Other,POINT(249172.92692 6261280.548974)
1.00008E+18,5027,Other,2018-04-24 08:57:52+10:00,-33.758807,150.2917265,6261290.579,249156.1606,0.8,depression in ground,Other,POINT(249156.160562 6261290.579072)
1.00008E+18,5028,Masonry,2018-04-24 09:01:37+10:00,-33.75873317,150.2917102,6261298.729,249154.432,0.8,linear stone feature,Stone,POINT(249154.432032 6261298.72899)
1.00009E+18,4027,Masonry,2018-04-24 09:02:38+10:00,-33.758864,150.292208,6261285.429,249200.9367,0.7,stone cluster adjacent to significant depression ,Stone,POINT(249200.936684 6261285.429095)
1.00005E+18,6035,Masonry,2018-04-24 09:03:47+10:00,-33.75878417,150.2919122,6261293.564,249173.2956,0.8,"horseshoe circular stone formation with second stone cluster close by by about 1m, second cluster is thinner ",Metal - Stone,POINT(249173.295614 6261293.563935)
1.00008E+18,5029,Masonry,2018-04-24 09:08:12+10:00,-33.7587095,150.291693,6261301.312,249152.7726,0.8,stones piled into crevasses in boulder,Stone,POINT(249152.772569 6261301.312322)
1.00008E+18,5030,Masonry,2018-04-24 09:14:51+10:00,-33.7586955,150.2916732,6261302.817,249150.8942,0.8,linear rock collection,Stone,POINT(249150.894229 6261302.816919)
1.00005E+18,6036,Isolated find,2018-04-24 09:21:00+10:00,-33.75873667,150.291929,6261298.874,249174.7167,0.8,white shard of ceramic no decorations,Ceramic,POINT(249174.716699 6261298.873694)
1.00008E+18,5031,Masonry,2018-04-24 09:21:54+10:00,-33.7588205,150.2915845,6261288.736,249143.0439,0.8,rectalinear feature or stone platform,Stone,POINT(249143.043927 6261288.735796)
1.00005E+18,6037,Masonry,2018-04-24 09:24:53+10:00,-33.75876783,150.29182,6261295.151,249164.7089,0.7,stone cluster in a horse shoe,Stone,POINT(249164.708943 6261295.1512)
1.00009E+18,4028,Masonry,2018-04-24 09:29:12+10:00,-33.75886767,150.2923757,6261285.431,249216.4813,0.7,stone cluster ,Stone,POINT(249216.481321 6261285.430635)
1.00008E+18,5032,Other,2018-04-24 09:30:22+10:00,-33.758844,150.2915488,6261286.042,249139.808,0.8,depression in ground,Other,POINT(249139.808011 6261286.042275)
1.00008E+18,5033,Isolated find,2018-04-24 09:34:48+10:00,-33.7586845,150.2916513,6261303.984,249148.8393,0.9,bottle body fragment,Glass,POINT(249148.83934 6261303.98388)
1.00008E+18,5034,Other,2018-04-24 09:37:58+10:00,-33.75867433,150.2916192,6261305.033,249145.8295,0.9,slight depression in ground,Other,POINT(249145.829517 6261305.03324)
1.00009E+18,4029,Metal Feature,2018-04-24 09:40:10+10:00,-33.75894617,150.2923335,6261276.621,249212.8035,0.8,piece of rail ,Metal,POINT(249212.803508 6261276.620637)
1.00008E+18,5035,Other,2018-04-24 09:44:01+10:00,-33.75865583,150.29178,6261307.477,249160.6765,1.1,clear rectangular pit in ground,Other,POINT(249160.676469 6261307.476983)
1.00009E+18,4030,Isolated find,2018-04-24 09:46:43+10:00,-33.7589605,150.2923553,6261275.084,249214.8681,0.8,"plate rim, possible raised pattern of vines ",Ceramic,POINT(249214.8681 6261275.083925)
1.00009E+18,4031,Other,2018-04-24 09:52:07+10:00,-33.75895317,150.29242,6261276.055,249220.8379,0.8,Depression ,Organic,POINT(249220.837941 6261276.0548)
1.00008E+18,5036,Masonry,2018-04-24 09:54:56+10:00,-33.75878917,150.291641,6261292.349,249148.1872,0.7,u-shaped feature,Stone,POINT(249148.187168 6261292.34894)
1.00008E+18,5037,Masonry,2018-04-24 09:57:01+10:00,-33.75882933,150.2916335,6261287.875,249147.6094,0.7,rectalinear feature with open ended wall facing north,Stone,POINT(249147.609429 6261287.875331)
1.00009E+18,4032,Masonry,2018-04-24 09:57:09+10:00,-33.75900233,150.2924237,6261270.61,249221.321,0.7,gathering of stones into wall  ,Stone,POINT(249221.32097 6261270.610093)
1.00008E+18,5038,Masonry,2018-04-24 10:06:33+10:00,-33.75880767,150.29163,6261290.27,249147.222,0.8,oval of rocks - possible wide circle with a missing rock towards West,Stone,POINT(249147.221985 6261290.270104)
1.00005E+18,6038,Masonry,2018-04-24 10:10:05+10:00,-33.75878633,150.2921012,6261293.784,249190.8124,0.8,stone lines rectangular feature. two stone lines meeting to form a corner. inside the stone line is the metal pegs also a brick was found near by,Metal - Stone - {Brick},POINT(249190.812384 6261293.783849)
1.00008E+18,5039,Other,2018-04-24 10:19:19+10:00,-33.75896133,150.2918163,6261273.679,249164.9334,0.8,large depression,Other,POINT(249164.933414 6261273.678979)
1.00009E+18,4033,Hole drilled in the rock,2018-04-24 10:36:58+10:00,-33.7589745,150.2925255,6261273.945,249230.6745,0.8,square hole drilled in rock ,Stone,POINT(249230.674458 6261273.945342)
1.00008E+18,5040,Other,2018-04-24 10:38:19+10:00,-33.7590215,150.2922612,6261268.088,249206.3216,0.8,tree stump,Organic,POINT(249206.321601 6261268.088435)
1.00009E+18,4034,Isolated find,2018-04-24 10:47:12+10:00,-33.75895533,150.292438,6261275.858,249222.5119,0.8,ceramic plate rim ,Ceramic,POINT(249222.511915 6261275.858296)
1.00008E+18,5041,Masonry,2018-04-24 10:47:11+10:00,-33.7588585,150.2921245,6261285.836,249193.1846,0.9,brick,{Brick},POINT(249193.184557 6261285.83584)
1.00008E+18,5042,Masonry,2018-04-24 10:52:08+10:00,-33.7589985,150.2921748,6261270.429,249198.256,0.8,circular feature with a few missing rocks from the circle ,Stone,POINT(249198.25597 6261270.429408)
1.00009E+18,4035,Other,2018-04-24 10:56:02+10:00,-33.7589985,150.2925118,6261271.25,249229.4782,0.8,Depression ,Organic,POINT(249229.478231 6261271.249954)
1.00008E+18,5043,Isolated find,2018-04-24 10:56:25+10:00,-33.759031,150.2921782,6261266.833,249198.6595,0.8,glass,Glass,POINT(249198.659542 6261266.83258)
1.00008E+18,5044,Other,2018-04-24 10:59:05+10:00,-33.75906917,150.292226,6261262.716,249203.2025,0.8,"thin, deep lditch in ground",Other,POINT(249203.202452 6261262.715554)
1.00008E+18,5045,Masonry,2018-04-24 11:02:48+10:00,-33.7590895,150.2922237,6261260.454,249203.0456,0.7,grooves artificially cut into rock side,Stone,POINT(249203.04555 6261260.454471)
1.00008E+18,5046,Masonry,2018-04-24 11:05:51+10:00,-33.75906267,150.2921835,6261263.333,249199.246,0.7,large rocks surrounding tree,Stone - Organic,POINT(249199.24598 6261263.333056)
1.00009E+18,4036,Masonry,2018-04-24 11:11:20+10:00,-33.7589655,150.2925793,6261275.075,249235.6358,0.8,collection of stones may form wall ,Stone,POINT(249235.635758 6261275.0747)
1.00008E+18,5047,Masonry,2018-04-24 11:13:04+10:00,-33.75906217,150.2920985,6261263.182,249191.3695,0.7,rectalinear stone feature or platform - collapsed ,Stone,POINT(249191.369476 6261263.181538)
1.00008E+18,5048,Masonry,2018-04-24 11:30:05+10:00,-33.75912983,150.2919777,6261255.382,249180.3718,0.7,rectalinear stone feature,Stone,POINT(249180.37184 6261255.381612)
1.00008E+18,5049,Isolated find,2018-04-24 11:35:06+10:00,-33.75911533,150.2920093,6261257.067,249183.2634,0.7,dark green and thick glass type,Glass,POINT(249183.263405 6261257.067086)
1.00008E+18,5050,Other,2018-04-24 11:39:20+10:00,-33.7591255,150.2920112,6261255.944,249183.4629,0.8,small pit in ground ,Other,POINT(249183.462899 6261255.94385)
1.00008E+18,5051,Masonry,2018-04-24 11:41:16+10:00,-33.75913417,150.29202,6261255.004,249184.3066,0.9,clustered stone circle ,Stone,POINT(249184.306553 6261255.004042)
1.00008E+18,5052,Masonry,2018-04-24 11:45:53+10:00,-33.759129,150.292083,6261255.731,249190.1283,0.7,rock feature backing south off of a larger rock and onto a platform,Stone,POINT(249190.128284 6261255.730548)
1.00004E+18,4038,Other,2018-04-24 11:48:50+10:00,-33.75911317,150.292521,6261258.553,249230.6617,0.9,depression rectilinear ,Organic,POINT(249230.661745 6261258.553288)
1.00008E+18,5053,Other,2018-04-24 11:49:11+10:00,-33.75911667,150.292085,6261257.103,249190.2776,0.9,a pit in the platform of a nearby stone feature,Other,POINT(249190.277622 6261257.103449)
1.00004E+18,4039,Masonry,2018-04-24 11:53:49+10:00,-33.75909917,150.2924642,6261259.968,249225.3555,0.9,cluster of rocks forming feature,,POINT(249225.355467 6261259.967814)
1.00008E+18,5054,Masonry,2018-04-24 11:54:23+10:00,-33.75921333,150.2921077,6261246.436,249192.6595,1,right angle of rocks surrounding large boulder,Stone,POINT(249192.659452 6261246.436243)
1.00008E+18,5055,Isolated find,2018-04-24 13:04:56+10:00,-33.75927033,150.2921968,6261240.331,249201.0867,0.9,metal sheet,Metal,POINT(249201.086686 6261240.330847)
1.00008E+18,5056,Isolated find,2018-04-24 13:09:45+10:00,-33.75934933,150.2922138,6261231.609,249202.892,0.8,iron sheet,Metal,POINT(249202.891998 6261231.609452)
1.0001E+18,5057,Masonry,2018-04-24 13:16:58+10:00,-33.75930883,150.2922232,6261236.124,249203.6386,0.8,Cluster of stones in a line,Stone,POINT(249203.638638 6261236.124495)
1.00004E+18,4040,Masonry,2018-04-24 13:21:45+10:00,-33.759135,150.2927065,6261256.583,249247.9115,0.9,stone circle,Stone,POINT(249247.9115 6261256.583126)
1.0001E+18,5058,Masonry,2018-04-24 13:21:46+10:00,-33.759253,150.292282,6261242.461,249208.9266,0.8,Cluster of stones forming a line,Stone,POINT(249208.926624 6261242.460862)
1.0001E+18,5059,Masonry,2018-04-24 13:30:03+10:00,-33.75927717,150.2923158,6261239.863,249212.1316,0.7,Cluster of circles with distinct lines of rocks ,Stone,POINT(249212.131643 6261239.862643)
1.00004E+18,4041,Masonry,2018-04-24 13:34:03+10:00,-33.75907583,150.2927905,6261263.35,249255.5214,0.9,stone cluster,Stone,POINT(249255.521441 6261263.350471)
1.00008E+18,5060,Other,2018-04-24 13:42:24+10:00,-33.75917383,150.2923963,6261251.521,249219.2885,0.8,cut tree stump ,Organic,POINT(249219.288533 6261251.520525)
1.00008E+18,5061,Masonry,2018-04-24 13:46:12+10:00,-33.7593475,150.2924357,6261232.353,249223.4389,0.7,rectalinear rock feature ,Stone,POINT(249223.438909 6261232.352946)
1.00008E+18,5062,Other,2018-04-24 13:50:01+10:00,-33.75937183,150.2924313,6261229.643,249223.1084,0.8,broken bottom half of bottle ,Glass,POINT(249223.10837 6261229.643309)
1.00004E+18,4042,Masonry,2018-04-24 13:51:42+10:00,-33.75894917,150.2924045,6261276.461,249219.3902,0.7,Stone circle,,POINT(249219.390241 6261276.460746)
1.00008E+18,5063,Other,2018-04-24 13:52:47+10:00,-33.75940717,150.292468,6261225.813,249226.6084,0.7,large pit ,Other,POINT(249226.608432 6261225.813361)
1.00008E+18,5064,Masonry,2018-04-24 13:55:14+10:00,-33.75933283,150.2926198,6261234.428,249240.4587,0.8,incomplete circular collection of rocks around a tree ,Stone,POINT(249240.458698 6261234.428184)
