id,x,y,z,timestamp
197,150.31236,-33.716618,1014.2,2014-07-09 16:08:09
198,150.31242,-33.716324,1014.4,2014-07-09 16:08:13
199,150.31247,-33.716045,1014.4,2014-07-09 16:08:16
200,150.31253,-33.7158,1012.3,2014-07-09 16:08:19
201,150.31268,-33.7156,1011.7,2014-07-09 16:08:24
202,150.31296,-33.715637,1008.1,2014-07-09 16:08:27
203,150.3133,-33.715675,1008,2014-07-09 16:08:30
204,150.3137,-33.715736,1008.5,2014-07-09 16:08:33
205,150.314,-33.71577,1008.6,2014-07-09 16:08:35
206,150.31433,-33.71582,1005.9,2014-07-09 16:08:37
207,150.31465,-33.71587,1004.3,2014-07-09 16:08:39
208,150.31496,-33.715916,1001.9,2014-07-09 16:08:41
209,150.31523,-33.715958,1001.8,2014-07-09 16:08:43
210,150.3155,-33.715958,998.9,2014-07-09 16:08:46
211,150.31563,-33.715714,995.3,2014-07-09 16:08:50
212,150.3157,-33.715393,992.1,2014-07-09 16:08:53
213,150.31575,-33.715168,990.8,2014-07-09 16:08:55
214,150.3158,-33.71494,989.1,2014-07-09 16:08:57
215,150.31583,-33.714706,989.2,2014-07-09 16:08:59
216,150.316,-33.714447,990.6,2014-07-09 16:09:02
217,150.3163,-33.714436,990.7,2014-07-09 16:09:05
218,150.31668,-33.71444,989.5,2014-07-09 16:09:08
219,150.31697,-33.714493,990,2014-07-09 16:09:10
220,150.31729,-33.714558,990.6,2014-07-09 16:09:12
221,150.31761,-33.714626,990.5,2014-07-09 16:09:14
222,150.31792,-33.71468,991.3,2014-07-09 16:09:16
223,150.3182,-33.71471,994.5,2014-07-09 16:09:18
224,150.31856,-33.71476,997.8,2014-07-09 16:09:21
225,150.31885,-33.714806,998.5,2014-07-09 16:09:25
226,150.3192,-33.714787,997.8,2014-07-09 16:09:31
227,150.31947,-33.714756,996.4,2014-07-09 16:09:35
228,150.31955,-33.71447,994.3,2014-07-09 16:09:39
229,150.31961,-33.714165,991.3,2014-07-09 16:09:42
230,150.31966,-33.7139,989.9,2014-07-09 16:09:46
231,150.31969,-33.713646,987.9,2014-07-09 16:09:53
232,150.31973,-33.713364,986.8,2014-07-09 16:09:56
233,150.31978,-33.71312,984.3,2014-07-09 16:09:58
234,150.31981,-33.712894,983.4,2014-07-09 16:10:00
235,150.31987,-33.712658,982.8,2014-07-09 16:10:02
236,150.31992,-33.71239,982.8,2014-07-09 16:10:04
237,150.31998,-33.712112,982.4,2014-07-09 16:10:06
238,150.32004,-33.711838,981.9,2014-07-09 16:10:08
239,150.32008,-33.71157,981.6,2014-07-09 16:10:10
240,150.32011,-33.71131,980,2014-07-09 16:10:12
241,150.32016,-33.711082,979.6,2014-07-09 16:10:14
242,150.32019,-33.710808,979.4,2014-07-09 16:10:17
243,150.32,-33.710625,983.1,2014-07-09 16:10:23
244,150.31975,-33.71051,983.8,2014-07-09 16:10:28
245,150.31969,-33.710293,986,2014-07-09 16:19:57
246,150.31982,-33.71049,984.7,2014-07-09 16:20:06
247,150.3201,-33.710556,982.8,2014-07-09 16:20:13
248,150.3202,-33.71082,981.1,2014-07-09 16:20:26
249,150.32013,-33.71111,979.9,2014-07-09 16:20:30
250,150.32007,-33.711365,977.9,2014-07-09 16:20:33
251,150.32,-33.71166,977.7,2014-07-09 16:20:36
252,150.31995,-33.711967,976.4,2014-07-09 16:20:39
253,150.3199,-33.71227,976.2,2014-07-09 16:20:42
254,150.31984,-33.712578,976.6,2014-07-09 16:20:45
255,150.31982,-33.712803,977,2014-07-09 16:20:47
256,150.31976,-33.71313,978.7,2014-07-09 16:20:50
257,150.31972,-33.713448,980.2,2014-07-09 16:20:53
258,150.31967,-33.713703,980.2,2014-07-09 16:20:57
259,150.31964,-33.713985,987.1,2014-07-09 16:21:14
260,150.3196,-33.714256,990.4,2014-07-09 16:21:17
261,150.31955,-33.714546,993.9,2014-07-09 16:21:20
262,150.3195,-33.71478,996.5,2014-07-09 16:21:27
263,150.31921,-33.71481,999.6,2014-07-09 16:21:32
264,150.31888,-33.7148,1000.8,2014-07-09 16:21:36
265,150.31856,-33.71477,1001.3,2014-07-09 16:21:40
266,150.31828,-33.714733,999.1,2014-07-09 16:21:43
267,150.31795,-33.714695,996.1,2014-07-09 16:21:46
268,150.31757,-33.71462,994.5,2014-07-09 16:21:49
269,150.31728,-33.714554,993.5,2014-07-09 16:21:51
270,150.31697,-33.7145,993.3,2014-07-09 16:21:53
271,150.31667,-33.71446,993.5,2014-07-09 16:21:55
272,150.31638,-33.714447,993.9,2014-07-09 16:21:57
273,150.31607,-33.714443,992.9,2014-07-09 16:22:00
274,150.31587,-33.71465,991.4,2014-07-09 16:22:04
275,150.3158,-33.71496,991.6,2014-07-09 16:22:07
276,150.31573,-33.715263,992.8,2014-07-09 16:22:10
277,150.31569,-33.715546,992.6,2014-07-09 16:22:13
278,150.31564,-33.715805,994.1,2014-07-09 16:22:16
279,150.31569,-33.716034,996.1,2014-07-09 16:22:22
280,150.3158,-33.716312,995.9,2014-07-09 16:22:27
281,150.31572,-33.716633,995.8,2014-07-09 16:22:30
282,150.31567,-33.71687,996.6,2014-07-09 16:22:32
283,150.31561,-33.717197,999.7,2014-07-09 16:22:35
284,150.31554,-33.717472,1000.1,2014-07-09 16:22:38
285,150.31548,-33.717743,1002.2,2014-07-09 16:22:42
286,150.31519,-33.71785,1004.1,2014-07-09 16:22:50
287,150.31487,-33.717823,1006.4,2014-07-09 16:22:54
288,150.31474,-33.718044,1007.1,2014-07-09 16:22:58
289,150.31468,-33.71834,1008,2014-07-09 16:23:01
290,150.31464,-33.71858,1007.9,2014-07-09 16:23:03
291,150.31458,-33.718857,1008.3,2014-07-09 16:23:06
292,150.31453,-33.719135,1007.6,2014-07-09 16:23:10
293,150.31448,-33.719383,1007.4,2014-07-09 16:23:13
294,150.31445,-33.719616,1007,2014-07-09 16:23:17
295,150.31468,-33.71978,1008.7,2014-07-09 16:23:28
296,150.31503,-33.719826,1006.7,2014-07-09 16:23:31
297,150.31541,-33.71988,1004.1,2014-07-09 16:23:34
298,150.3157,-33.719917,1001.8,2014-07-09 16:23:37
299,150.31583,-33.720123,998.8,2014-07-09 16:23:43
300,150.31578,-33.720367,1000.7,2014-07-09 16:23:47
301,150.31572,-33.720642,1002,2014-07-09 16:23:51
302,150.31563,-33.72092,1003.7,2014-07-09 16:23:55
303,150.3155,-33.721195,1005.2,2014-07-09 16:23:59
304,150.31554,-33.72142,1005.7,2014-07-09 16:24:02
305,150.31552,-33.72171,1006.3,2014-07-09 16:24:06
306,150.31546,-33.72194,1005.6,2014-07-09 16:24:13
307,150.3157,-33.722027,1006.2,2014-07-09 16:24:24
308,150.316,-33.722073,1002.4,2014-07-09 16:26:13
309,150.31627,-33.72205,1001,2014-07-09 16:31:32
310,150.31613,-33.72225,996.6,2014-07-09 16:34:12
311,150.31642,-33.722157,996.9,2014-07-09 16:34:19
312,150.31616,-33.722218,990.4,2014-07-09 16:37:56
313,150.3164,-33.722122,987.7,2014-07-09 16:38:43
314,150.31615,-33.72217,995.9,2014-07-09 16:41:15
315,150.3164,-33.722084,997.2,2014-07-09 16:41:54
316,150.31606,-33.722336,997.5,2014-07-09 16:42:36
317,150.31627,-33.722195,999.9,2014-07-09 16:42:56
318,150.31654,-33.72219,995,2014-07-09 16:44:51
319,150.31627,-33.722275,993.7,2014-07-09 16:45:24
320,150.31636,-33.72206,993.7,2014-07-09 16:45:58
321,150.31618,-33.722237,1000.5,2014-07-09 16:52:24
322,150.31644,-33.722134,1002.2,2014-07-09 16:54:20
323,150.31618,-33.72222,1005.2,2014-07-09 16:54:45
324,150.31647,-33.722206,1005,2014-07-09 16:56:40
325,150.3162,-33.72225,1011.6,2014-07-09 17:00:04
326,150.31639,-33.72209,1000.4,2014-07-09 17:01:22
327,150.31615,-33.722202,994.5,2014-07-09 17:02:25
328,150.31636,-33.722057,1007.3,2014-07-09 17:07:01
329,150.31618,-33.722237,1010.5,2014-07-09 17:07:44
330,150.31639,-33.722084,1008,2014-07-09 17:08:01
331,150.31627,-33.722294,1008.5,2014-07-09 17:08:18
332,150.31633,-33.72207,1013.6,2014-07-09 17:08:39
333,150.31628,-33.722294,1016.3,2014-07-09 17:09:09
334,150.31654,-33.722267,1010.3,2014-07-09 17:09:53
335,150.31628,-33.722183,1007.6,2014-07-09 17:10:31
336,150.31601,-33.72223,1002.8,2014-07-09 17:12:44
337,150.30092,-33.72885,980.5,2014-07-11 08:16:06
338,150.30115,-33.72899,984.8,2014-07-11 08:26:17
339,150.30116,-33.72922,984.6,2014-07-11 08:26:33
340,150.30113,-33.729458,979.2,2014-07-11 08:27:30
341,150.30112,-33.729683,975.6,2014-07-11 08:27:36
342,150.30109,-33.729923,971.4,2014-07-11 08:27:43
343,150.30109,-33.730152,960.4,2014-07-11 08:27:50
344,150.30107,-33.73039,949.7,2014-07-11 08:27:58
345,150.30109,-33.73063,940.9,2014-07-11 08:28:06
346,150.30107,-33.730858,927.7,2014-07-11 08:28:14
347,150.30107,-33.731094,918.5,2014-07-11 08:28:22
348,150.30109,-33.731346,907.5,2014-07-11 08:28:30
349,150.30106,-33.73157,892.2,2014-07-11 08:28:38
350,150.30103,-33.731804,879.7,2014-07-11 08:28:48
351,150.30101,-33.732044,868.1,2014-07-11 08:28:58
352,150.30096,-33.73227,855,2014-07-11 08:29:08
353,150.3009,-33.732513,856.8,2014-07-11 08:33:35
354,150.30092,-33.732777,850.3,2014-07-11 08:33:43
355,150.30092,-33.73301,844.4,2014-07-11 08:33:50
356,150.30093,-33.73326,837.3,2014-07-11 08:33:58
357,150.3009,-33.733505,826.1,2014-07-11 08:34:06
358,150.30077,-33.7337,822.8,2014-07-11 08:36:09
359,150.30063,-33.73351,875.9,2014-07-11 08:37:27
360,150.30077,-33.73331,880.6,2014-07-11 08:37:50
361,150.30087,-33.733093,877.1,2014-07-11 08:38:11
362,150.3008,-33.73287,876.2,2014-07-11 08:38:30
363,150.30086,-33.732643,870.4,2014-07-11 08:38:49
364,150.30092,-33.73242,866.3,2014-07-11 08:39:11
365,150.30103,-33.732197,862.9,2014-07-11 08:39:31
366,150.3011,-33.731976,863.8,2014-07-11 08:39:48
367,150.3013,-33.7318,869.8,2014-07-11 08:40:04
368,150.30104,-33.731873,867.3,2014-07-11 08:40:31
369,150.30086,-33.732044,868.4,2014-07-11 08:41:07
370,150.30064,-33.732197,843.4,2014-07-11 08:41:32
371,150.30058,-33.732418,837,2014-07-11 08:42:00
372,150.30054,-33.73265,844.7,2014-07-11 08:42:27
373,150.30043,-33.732853,837.7,2014-07-11 08:42:47
374,150.3003,-33.73306,831,2014-07-11 08:43:08
375,150.3002,-33.733273,838.4,2014-07-11 08:43:41
376,150.30011,-33.733494,827.1,2014-07-11 08:44:07
377,150.30005,-33.73372,838.9,2014-07-11 08:44:32
378,150.29991,-33.73393,844.3,2014-07-11 08:44:57
379,150.29974,-33.7341,832.4,2014-07-11 08:45:12
380,150.29955,-33.734264,824.2,2014-07-11 08:45:32
381,150.2994,-33.734447,824.4,2014-07-11 08:45:53
382,150.29936,-33.734673,824,2014-07-11 08:46:16
383,150.29926,-33.73489,822.3,2014-07-11 08:46:40
384,150.29901,-33.73501,816.6,2014-07-11 08:47:03
385,150.29875,-33.735085,808.1,2014-07-11 08:47:24
386,150.29848,-33.735123,801.7,2014-07-11 08:47:42
387,150.29823,-33.735027,791.1,2014-07-11 08:50:18
388,150.29796,-33.735046,782.9,2014-07-11 08:51:22
389,150.29778,-33.735214,787.7,2014-07-11 08:52:31
390,150.29758,-33.73537,782.5,2014-07-11 08:53:24
391,150.29738,-33.735523,769.9,2014-07-11 08:54:09
392,150.29736,-33.735752,761.3,2014-07-11 08:54:38
393,150.29745,-33.735966,752.2,2014-07-11 08:55:24
394,150.29765,-33.736122,742.6,2014-07-11 08:56:11
395,150.2977,-33.736343,737.6,2014-07-11 08:57:39
396,150.29788,-33.73651,723.8,2014-07-11 08:59:27
397,150.29802,-33.736706,703.4,2014-07-11 09:00:59
398,150.29805,-33.736935,696.8,2014-07-11 09:02:31
399,150.2981,-33.737156,695.3,2014-07-11 09:03:33
400,150.29796,-33.73735,678.5,2014-07-11 09:21:38
401,150.29785,-33.73756,676.7,2014-07-11 09:23:53
402,150.29773,-33.737774,676.2,2014-07-11 09:25:01
403,150.29767,-33.737995,675.3,2014-07-11 09:25:29
404,150.29768,-33.738228,673.4,2014-07-11 09:26:05
405,150.29759,-33.738438,660.6,2014-07-11 09:26:56
406,150.29749,-33.738647,658.3,2014-07-11 09:28:02
407,150.29738,-33.738853,648.2,2014-07-11 09:28:58
408,150.29726,-33.739056,645.6,2014-07-11 09:29:29
409,150.29715,-33.739265,636.4,2014-07-11 09:30:25
410,150.2971,-33.73949,635,2014-07-11 09:34:05
411,150.29704,-33.739716,630.1,2014-07-11 09:35:44
412,150.29692,-33.739918,626.7,2014-07-11 09:37:09
413,150.29681,-33.740128,619.2,2014-07-11 09:38:09
414,150.29669,-33.740337,611,2014-07-11 09:50:58
415,150.29657,-33.740536,603.9,2014-07-11 10:02:21
416,150.2965,-33.740753,592.7,2014-07-11 10:07:17
417,150.29636,-33.74095,574.7,2014-07-11 10:09:22
418,150.29637,-33.741177,572.1,2014-07-11 10:24:31
419,150.2962,-33.741352,563.8,2014-07-11 10:32:38
420,150.2961,-33.74158,565.5,2014-07-11 10:35:17
421,150.2961,-33.741806,559,2014-07-11 10:39:32
422,150.29596,-33.742,559.4,2014-07-11 10:48:33
423,150.2958,-33.742188,564.3,2014-07-11 10:54:46
424,150.29579,-33.742416,570.4,2014-07-11 10:55:47
425,150.29561,-33.74258,552.3,2014-07-11 11:07:00
426,150.29533,-33.742565,555.6,2014-07-11 11:59:18
427,150.29509,-33.742474,542.8,2014-07-11 12:00:29
428,150.29485,-33.74237,548.2,2014-07-11 12:02:59
429,150.29465,-33.742527,533.8,2014-07-11 12:06:41
430,150.29439,-33.74262,526.3,2014-07-11 12:09:23
431,150.29433,-33.742836,514.9,2014-07-11 12:13:01
432,150.29433,-33.743065,505.7,2014-07-11 12:14:45
433,150.29445,-33.743267,489.1,2014-07-11 12:41:23
434,150.29463,-33.743477,487.3,2014-07-11 12:43:41
435,150.29485,-33.743614,494.9,2014-07-11 12:58:29
436,150.2947,-33.743423,496.2,2014-07-11 13:17:01
437,150.29454,-33.743233,501,2014-07-11 13:17:43
438,150.29427,-33.743256,493.1,2014-07-11 13:21:48
439,150.29407,-33.743416,513.1,2014-07-11 13:29:23
440,150.29405,-33.743645,524.2,2014-07-11 13:34:14
441,150.29427,-33.743793,530.7,2014-07-11 13:34:56
442,150.29443,-33.743965,531.7,2014-07-11 13:35:29
443,150.2946,-33.74415,525.3,2014-07-11 13:36:09
444,150.29474,-33.74435,519.9,2014-07-11 13:36:32
445,150.29488,-33.744545,516.3,2014-07-11 14:24:16
446,150.29465,-33.744663,485.8,2014-07-11 15:08:08
447,150.29468,-33.744884,486.3,2014-07-11 15:10:44
448,150.29463,-33.74511,495.9,2014-07-11 15:12:27
449,150.29453,-33.745323,504.8,2014-07-11 15:14:10
450,150.2944,-33.74553,518.7,2014-07-11 15:15:19
451,150.29439,-33.745754,516.6,2014-07-11 15:16:41
452,150.29431,-33.745968,524.7,2014-07-11 15:17:53
453,150.29417,-33.746166,536,2014-07-11 15:19:15
454,150.29411,-33.746387,539.1,2014-07-11 15:24:03
455,150.29399,-33.746593,557.9,2014-07-11 15:25:11
456,150.29391,-33.74681,560,2014-07-11 15:25:56
457,150.29382,-33.74702,553.5,2014-07-11 15:27:19
458,150.29369,-33.747223,560.7,2014-07-11 15:28:25
459,150.29367,-33.74745,568,2014-07-11 15:29:11
460,150.29347,-33.747807,572.3,2014-07-11 15:35:06
461,150.29372,-33.74769,594.8,2014-07-11 15:35:09
462,150.29347,-33.74758,589.9,2014-07-11 15:35:44
463,150.29347,-33.74781,579.8,2014-07-11 15:37:05
464,150.29341,-33.74803,590.9,2014-07-11 15:38:04
465,150.29327,-33.748234,593,2014-07-11 15:39:12
466,150.29315,-33.74844,608.2,2014-07-11 15:40:31
