MoundID,Condition,Robbed,Height,LandUse
3647,2,0,0.20000000000000001,Pasture
3648,2,0,0.10000000000000001,Pasture
3649,2,0,0.20000000000000001,Pasture
3650,3,0,0.20000000000000001,Pasture
3651,2,0,0.10000000000000001,Pasture
3652,2,0,0.10000000000000001,Pasture
3656,2,0,0.10000000000000001,Pasture
3657,2,0,0.29999999999999999,Pasture
3659,2,0,0.5,Pasture
3660,2,0,0.40000000000000002,Pasture
3661,2,0,0.40000000000000002,Pasture
3663,2,0,0.20000000000000001,Pasture
3664,2,0,0.40000000000000002,Pasture
3665,2,0,0.20000000000000001,Pasture
3666,2,0,0.20000000000000001,Pasture
3667,2,0,0.20000000000000001,Pasture
3668,2,0,0.10000000000000001,Pasture
3670,2,0,0.20000000000000001,Pasture
3671,4,0,0.20000000000000001,Pasture
3672,2,0,0.40000000000000002,Pasture
3673,2,0,0.20000000000000001,Pasture
3674,2,0,0.20000000000000001,Pasture
3675,2,0,0.20000000000000001,Pasture
3676,2,0,0.10000000000000001,Pasture
3677,2,0,0.20000000000000001,Pasture
3678,2,0,0.29999999999999999,Forest
3679,2,0,0.29999999999999999,Forest
3680,2,0,1,Pasture
3683,2,0,0.29999999999999999,Pasture
3684,2,0,0.20000000000000001,Forest
3685,2,0,0.29999999999999999,Forest
3686,2,0,0.5,Forest
3701,1,0,5,Pasture
3707,2,0,0.20000000000000001,Pasture
3709,2,0,0.29999999999999999,Pasture
3711,1,0,1,Pasture
3712,2,0,0.5,Pasture
3713,2,0,0.5,Pasture
3714,2,0,0.29999999999999999,Pasture
3717,2,0,0.20000000000000001,Pasture
3718,2,0,0.20000000000000001,Pasture
3719,4,0,0.29999999999999999,Annual
3720,4,0,0.5,Annual
3723,3,0,1,Pasture
3725,2,0,0.20000000000000001,Pasture
3728,5,0,0.80000000000000004,Annual
3729,3,0,0.29999999999999999,Pasture
4004,1,0,6,Forest
4006,2,0,5,Forest
4007,3,0,2,Forest
4011,2,0,2,Forest
4012,2,0,5,Forest
4017,1,0,4,Forest
4018,1,0,1.5,Forest
4025,2,0,1,Forest
4026,2,0,1,Pasture
4052,2,0,4,Forest
4053,2,0,0.5,Forest
4055,1,0,1,Forest
4061,5,0,0.29999999999999999,Annual
4080,2,0,1.8,Forest
4085,2,0,1,Forest
4129,5,0,0.5,Annual
4133,5,0,0.5,Annual
5002,5,0,0.5,Annual
1000,2,1,6,Annual
1001,5,1,0.5,Annual
1003,2,1,4,Annual
1004,2,1,3,Annual
1016,2,1,5,Pasture
1017,3,1,4,Forest
1018,2,1,2,Forest
1019,3,1,6,Forest
1020,4,1,6,Forest
1021,3,1,3,Forest
1023,2,1,3,Scrub
1026,3,1,8,Annual
1031,4,1,1,Annual
1032,2,1,4,Pasture
1034,3,1,2,Pasture
1035,3,1,8,Pasture
1036,3,1,2,Pasture
1037,3,1,4,Pasture
1038,1,1,15,Pasture
1039,1,1,12,Pasture
1040,1,1,10,Pasture
1041,2,1,3,Pasture
1046,2,1,3,Forest
1047,3,1,1.5,Forest
1048,3,1,2,Forest
1059,3,1,5,Urban
1060,3,1,5,Pasture
1067,4,1,0.5,Pasture
1068,2,1,5,Pasture
1070,3,1,0.80000000000000004,Pasture
1071,2,1,2,Forest
2002,3,1,15,Pasture
2003,3,1,5,Pasture
2005,3,1,7,Pasture
2006,3,1,4,Pasture
2013,2,1,6,Annual
2014,3,1,6,Pasture
2015,4,1,2,Pasture
2017,2,1,3,Pasture
2018,2,1,8,Pasture
2020,3,1,7,Pasture
2021,2,1,1,Pasture
2023,2,1,5,Pasture
2027,4,1,1,Annual
2041,4,1,1,Annual
2042,4,1,1,Annual
2043,5,1,1,Annual
2052,3,1,4,Pasture
2053,2,1,4,Annual
2072,4,1,0.20000000000000001,Annual
2081,3,1,2.5,Annual
2082,3,1,6,Pasture
2103,4,1,1.5,Annual
2106,3,1,1,Annual
2108,2,1,0.29999999999999999,Pasture
2113,3,1,5,Annual
2116,3,1,0.69999999999999996,Annual
2118,4,1,0.5,Annual
2119,3,1,0.5,Annual
2127,4,1,0.5,Pasture
2130,2,1,0.5,Pasture
2140,2,1,0.5,Pasture
2142,2,1,0.5,Pasture
2158,4,1,0.80000000000000004,Pasture
2169,4,1,0.20000000000000001,Pasture
2181,3,1,5,Pasture
2187,3,1,5,Pasture
2192,2,1,0.20000000000000001,Pasture
2195,2,1,0.5,Pasture
2196,2,1,0.29999999999999999,Pasture
3000,3,1,4,Forest
3001,4,1,5,Forest
3011,4,1,2,Pasture
3012,4,1,5,Forest
3020,2,1,2,Forest
3024,2,1,0.5,Forest
3032,2,1,2,Forest
3033,2,1,3,Forest
3043,2,1,5,Forest
3049,3,1,10,Forest
3050,3,1,4,Forest
3051,3,1,1,Forest
3054,3,1,3,Forest
3061,2,1,3,Pasture
3064,3,1,5,Pasture
3065,4,1,5,Pasture
3067,4,1,0.5,Pasture
3068,3,1,1,Pasture
3069,5,1,0.20000000000000001,Pasture
3070,3,1,2,Pasture
3071,2,1,5,Pasture
3072,3,1,3,Pasture
3073,2,1,2,Pasture
3074,3,1,5,Pasture
3075,3,1,3,Pasture
3076,4,1,2,Pasture
3077,4,1,5,Pasture
3081,2,1,4,Pasture
3082,2,1,4,Pasture
3088,3,1,1,Pasture
3089,3,1,0.80000000000000004,Pasture
3090,4,1,0.5,Pasture
3091,2,1,2,Pasture
3092,4,1,1.7,Pasture
3095,3,1,6,Forest
3096,3,1,1,Pasture
3097,2,1,2,Forest
3100,4,1,0.5,Pasture
3101,4,1,1,Pasture
3102,4,1,1,Pasture
3103,3,1,1,Pasture
3104,2,1,5,Pasture
3105,4,1,1.2,Forest
3108,4,1,0.80000000000000004,Pasture
3109,3,1,1,Pasture
3111,2,1,2,Forest
3113,3,1,0.80000000000000004,Pasture
3114,3,1,2,Pasture
3127,2,1,6,Pasture
3128,3,1,2.5,Pasture
3129,3,1,4,Pasture
3131,2,1,2,Annual
3132,2,1,1,Annual
3134,3,1,2,Pasture
3136,3,1,2,Annual
3137,3,1,2,Annual
3140,2,1,3.5,Pasture
3143,2,1,1.5,Pasture
3144,2,1,3,Pasture
3145,3,1,3,Pasture
3146,3,1,5,Perennial
3147,4,1,1,Perennial
3148,3,1,1.5,Perennial
3163,4,1,0.20000000000000001,Perennial
3170,4,1,2,Forest
3171,3,1,3,Forest
3172,3,1,5,Forest
3175,3,1,1,Forest
3179,2,1,1,Forest
3180,5,1,0,Pasture
3183,4,1,2,Pasture
3184,3,1,4,Pasture
3186,4,1,1,Pasture
3192,4,1,2,Pasture
3193,4,1,1,Pasture
3194,4,1,0.80000000000000004,Forest
3200,3,1,1,Pasture
3201,3,1,1,Pasture
3203,3,1,4,Pasture
3204,3,1,1,Pasture
3205,3,1,2,Pasture
3206,3,1,1.5,Pasture
3207,3,1,5,Pasture
3208,3,1,4.5,Pasture
3209,3,1,4,Pasture
3210,3,1,7,Pasture
3211,3,1,5,Pasture
3212,3,1,6,Perennial
3213,3,1,2,Pasture
3214,3,1,4,Pasture
3215,4,1,4,Pasture
3216,4,1,0.80000000000000004,Pasture
3217,4,1,1.5,Annual
3218,1,1,10,Annual
3219,3,1,2,Annual
3220,3,1,8,Pasture
3221,4,1,3.5,Pasture
3222,3,1,4,Pasture
3223,3,1,3,Annual
3242,2,1,3,Annual
3243,2,1,1,Pasture
3244,3,1,4,Pasture
3251,1,1,10,Annual
3252,4,1,5,Annual
3254,1,1,20,Annual
3256,3,1,2.5,Annual
3257,3,1,8,Annual
3258,3,1,5,Annual
3259,3,1,8,Annual
3261,3,1,10,Pasture
3262,2,1,4,Pasture
3263,3,1,4,Pasture
3264,3,1,5,Pasture
3267,3,1,3,Annual
3270,2,1,4,Annual
3271,4,1,5,Annual
3272,4,1,2,Annual
3273,2,1,2,Annual
3276,2,1,3,Beach
3283,3,1,0.29999999999999999,Pasture
3287,3,1,0.20000000000000001,Pasture
3289,2,1,0.5,Pasture
3293,3,1,1,Pasture
3301,2,1,0.5,Pasture
3308,4,1,0.20000000000000001,Pasture
3312,4,1,3,Pasture
3315,3,1,2,Pasture
3317,2,1,0.5,Pasture
3318,2,1,0.5,Pasture
3319,2,1,0.5,Pasture
3321,2,1,0.40000000000000002,Pasture
3322,2,1,0.59999999999999998,Pasture
3323,2,1,0.40000000000000002,Pasture
3324,2,1,0.5,Pasture
3332,3,1,0.29999999999999999,Pasture
3334,3,1,2,Pasture
3336,4,1,1,Pasture
3339,2,1,1,Pasture
3340,2,1,0.90000000000000002,Pasture
3342,3,1,0.69999999999999996,Pasture
3343,2,1,0.5,Pasture
3344,2,1,0.5,Pasture
3347,2,1,0.40000000000000002,Pasture
3352,2,1,0.29999999999999999,Pasture
3354,1,1,0.5,Pasture
3359,2,1,5,Pasture
3361,3,1,5,Annual
3367,4,1,1,Pasture
3368,4,1,1,Pasture
3375,3,1,0.5,Pasture
3391,3,1,4,Annual
3394,2,1,2,Pasture
3395,2,1,5,Forest
3396,3,1,5,Forest
3397,3,1,4,Annual
3398,3,1,6,Forest
3400,4,1,1,Pasture
3406,3,1,2,Pasture
3407,2,1,1,Pasture
3408,2,1,2,Pasture
3409,2,1,5,Pasture
3410,3,1,4,Pasture
3417,3,1,4,Pasture
3418,3,1,4,Pasture
3419,3,1,5,Pasture
3422,2,1,0.90000000000000002,Pasture
3423,2,1,0.5,Pasture
3424,2,1,0.40000000000000002,Pasture
3428,3,1,0.10000000000000001,Pasture
3433,2,1,0.5,Pasture
3434,2,1,0.5,Pasture
3435,2,1,0.40000000000000002,Pasture
3448,3,1,0.5,Pasture
3461,5,1,0.20000000000000001,Pasture
3500,3,1,2.5,Annual
3503,4,1,0.20000000000000001,Annual
3507,3,1,7,Annual
3509,5,1,0.59999999999999998,Pasture
3510,4,1,1,Annual
3511,4,1,1,Pasture
3519,2,1,0.29999999999999999,Pasture
3522,3,1,2,Pasture
3523,3,1,0.69999999999999996,Pasture
3525,2,1,5,Pasture
3526,2,1,0.59999999999999998,Pasture
3528,4,1,0.5,Pasture
3530,2,1,0.20000000000000001,Pasture
3533,4,1,1,Pasture
3535,2,1,0.40000000000000002,Pasture
3536,2,1,0.20000000000000001,Pasture
3537,2,1,0.29999999999999999,Pasture
3538,2,1,0.29999999999999999,Pasture
3540,2,1,0.5,Pasture
3542,2,1,0.40000000000000002,Pasture
3543,2,1,1,Pasture
3545,2,1,0.59999999999999998,Pasture
3546,2,1,0.5,Pasture
3547,2,1,0.29999999999999999,Pasture
3548,2,1,0.29999999999999999,Pasture
3549,2,1,0.20000000000000001,Pasture
3551,2,1,0.59999999999999998,Pasture
3552,2,1,0.40000000000000002,Pasture
3553,2,1,0.40000000000000002,Pasture
3555,2,1,0.29999999999999999,Pasture
3556,2,1,0.40000000000000002,Pasture
3560,4,1,0.20000000000000001,Pasture
3562,2,1,0.29999999999999999,Pasture
3563,2,1,0.29999999999999999,Pasture
3567,2,1,0.5,Pasture
3568,2,1,0.40000000000000002,Pasture
3569,4,1,0.59999999999999998,Pasture
3579,2,1,0.5,Pasture
3585,3,1,0.29999999999999999,Pasture
3586,4,1,0.40000000000000002,Pasture
3589,3,1,0.40000000000000002,Pasture
3593,2,1,0.29999999999999999,Pasture
3595,2,1,0.29999999999999999,Pasture
3600,4,1,2,Pasture
3602,4,1,1.5,Pasture
3607,2,1,0.40000000000000002,Pasture
3608,2,1,0.40000000000000002,Pasture
3609,4,1,0.69999999999999996,Pasture
3612,2,1,1,Pasture
3613,2,1,0.5,Pasture
3620,2,1,0.5,Pasture
3622,2,1,0.90000000000000002,Pasture
3625,2,1,0.40000000000000002,Pasture
3626,2,1,0.59999999999999998,Pasture
3627,3,1,1,Pasture
3628,3,1,0.80000000000000004,Pasture
3629,3,1,0.69999999999999996,Pasture
3630,3,1,0.29999999999999999,Pasture
3632,2,1,0.5,Pasture
3633,2,1,0.40000000000000002,Pasture
3634,3,1,1,Pasture
3637,2,1,0.5,Pasture
3644,2,1,0.29999999999999999,Pasture
3653,2,1,0.29999999999999999,Pasture
3654,2,1,0.59999999999999998,Pasture
3655,2,1,0.29999999999999999,Pasture
3658,2,1,0.20000000000000001,Pasture
3662,3,1,1,Pasture
3669,2,1,0.40000000000000002,Pasture
3681,2,1,0.10000000000000001,Pasture
3682,2,1,1,Pasture
3687,2,1,1,Pasture
3688,2,1,1,Pasture
3702,2,1,4,Pasture
3703,2,1,3,Pasture
3704,3,1,6,Pasture
3716,3,1,0.10000000000000001,Pasture
3721,5,1,0.20000000000000001,Annual
3722,3,1,2,Annual
3726,2,1,0.20000000000000001,Pasture
4002,2,1,7,Forest
4003,3,1,5,Forest
4005,3,1,4,Forest
4008,3,1,5,Pasture
4009,3,1,2,Pasture
4010,2,1,1,Forest
4013,3,1,0.5,Forest
4014,2,1,2,Forest
4015,3,1,4,Forest
4016,3,1,0.80000000000000004,Forest
4019,3,1,7,Pasture
4020,2,1,5,Pasture
4021,3,1,2,Annual
4022,2,1,3,Pasture
4023,4,1,5,Annual
4024,3,1,2.5,Pasture
4027,2,1,0.59999999999999998,Pasture
4028,3,1,3,Forest
4054,2,1,5,Forest
4056,3,1,2,Forest
4057,3,1,3,Forest
4058,2,1,5,Forest
4060,2,1,4,Pasture
4062,3,1,2,Pasture
4063,4,1,2,Pasture
4064,4,1,5,Forest
4066,3,1,5,Pasture
4067,2,1,2,Pasture
4068,2,1,5,Pasture
4069,2,1,1.5,Pasture
4070,2,1,3,Pasture
4071,3,1,1.5,Pasture
4072,2,1,5,Pasture
4073,2,1,4,Annual
4074,3,1,3,Pasture
4075,3,1,1,Pasture
4076,2,1,1,Pasture
4077,3,1,2,Pasture
4078,2,1,5,Forest
4079,2,1,3.5,Forest
4081,2,1,5,Forest
4084,2,1,3,Pasture
4086,2,1,1,Forest
4087,2,1,1,Forest
4088,2,1,3,Forest
4089,2,1,5,Forest
4090,2,1,1,Forest
4091,1,1,1,Pasture
4092,2,1,5,Pasture
4093,1,1,2,Pasture
4094,3,1,5,Pasture
4095,2,1,1,Pasture
4096,1,1,5,Pasture
4100,1,1,2,Pasture
4101,2,1,4,Perennial
4102,2,1,3,Annual
4103,4,1,0.5,Annual
4104,2,1,6,Pasture
4105,4,1,5,Pasture
4107,2,1,1.5,Pasture
4108,3,1,0.90000000000000002,Pasture
4109,4,1,3,Pasture
4110,3,1,4,Pasture
4111,2,1,6,Pasture
4134,4,1,0.20000000000000001,Pasture
5001,5,1,0.20000000000000001,Annual
5003,3,1,1.5,Annual
5004,4,1,0.80000000000000004,Annual
5007,4,1,1.5,Annual
5008,2,1,4,Annual
3689,4,NA,0.29999999999999999,Pasture
3690,4,NA,0.10000000000000001,Beach
3691,5,NA,0.29999999999999999,Beach
3692,4,NA,0.20000000000000001,Beach
3693,4,NA,0.29999999999999999,Pasture
3694,5,NA,0.29999999999999999,Pasture
3695,4,NA,0.29999999999999999,Pasture
3696,4,NA,0.29999999999999999,Pasture
3697,5,NA,0.20000000000000001,Pasture
3698,4,NA,0.40000000000000002,Pasture
3699,4,NA,0.40000000000000002,Pasture
3700,4,NA,0.29999999999999999,Pasture
4059,3,NA,5,Pasture
